Astro ID,Dec,Decision,Depth,Dur,Epoc,File,Final,Per,RA,SMass,SRad,SRadEst,TIC ID,Tmag,as,ch,disp_b,disp_e,disp_j,disp_n,disp_p,disp_t,disp_u,dm,et,md,mk,total_votes,selected_total_votes,first_letter,sector,prefix,kind,label,cam,ccd
3844,55.26659838,eu,24536.14517,0.3063327474,1687.799812,mk_hlsp_qlp_tess_ffi-s0023-0000001717732425_tess_v01_llc.fits,eu,7.851596,282.4749593,,,3.303333598,1717732425,10.3662,,pt,0,1,0,0,0,0,1,,,,eu,2,1,e,23,mk,single-sector,EB,4.0,3.0
3845,55.26642551,eu,23120.88785,0.3060961343,1687.800555,mk_hlsp_qlp_tess_ffi-s0023-0000001717732429_tess_v01_llc.fits,eu,7.851596,282.4745335,,,3.539221099,1717732429,10.3018,,pt,0,1,0,0,0,0,1,,,,eu,2,1,e,23,mk,single-sector,EB,4.0,3.0
3846,66.76816178,pu,250.117837,0.1381950732,1685.417442,mk_hlsp_qlp_tess_ffi-s0021-0000001718087846_tess_v01_llc.fits,pu,1.834879,287.6664989,,,1.681757467,1718087846,10.1556,,pb,0,0,0,0,1,0,1,,,,jj,2,1,p,21,mk,single-sector,Planet (P),4.0,4.0
3847,71.71218278,pu,13837.41371,0.1435097178,1686.002614,mk_hlsp_qlp_tess_ffi-s0023-0000001718201850_tess_v01_llc.fits,pu,5.929374,286.7471369,,,1.381051835,1718201850,10.3267,,pt,0,0,0,0,1,0,1,,,,et,2,1,p,23,mk,single-sector,Planet (P),4.0,4.0
3848,44.85036288,pus,10157.26031,0.1605495316,1685.970462,mk_hlsp_qlp_tess_ffi-s0014-0000001881273170_tess_v01_llc.fits,pu,7.085978,296.9350612,,,2.15649331,1881273170,10.2713,,pt,0,0,0,0,1,0,1,,,,pts,2,1,p,14,mk,single-sector,Planet (P),2.0,4.0
3849,53.76778709,eb,12915.5168,0.1123066746,1685.674515,mk_hlsp_qlp_tess_ffi-s0015-0000001883413829_tess_v01_llc.fits,eb,2.406961,299.3264684,1.12,1.28634,1.291447469,1883413829,13.3522,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e,15,mk,single-sector,EB,2.0,3.0
3850,41.85918168,eu,42782.94873,0.3050553505,1690.74721,mk_hlsp_qlp_tess_ffi-s0015-0000001969274810_tess_v01_llc.fits,eu,9.121870997,306.7133107,,,2.756995451,1969274810,9.191,,eb,0,1,0,0,0,0,1,,,,eu,2,1,e,15,mk,single-sector,EB,1.0,2.0
3851,41.85936897,,38532.03794,0.3049414012,1690.747127,mk_hlsp_qlp_tess_ffi-s0015-0000001969274812_tess_v01_llc.fits,eu,9.121894667,306.7128491,,,3.191116324,1969274812,9.0807,,eb,0,1,0,0,0,0,1,,,,eu,6,1,e,15,mk,single-sector,EB,1.0,2.0
3852,56.34144666,,12374.87412,0.1831542603,1717.876519,mk_hlsp_qlp_tess_ffi-s0016-0000001976758687_tess_v01_llc.fits,eu,4.218941,317.7994236,,,8.924358154,1976758687,8.9083,,eb,0,1,0,0,0,0,1,,,,eu,6,1,e,16,mk,single-sector,EB,2.0,3.0
3853,56.34117574,,9641.344206,0.1825067878,1717.876559,mk_hlsp_qlp_tess_ffi-s0016-0000001976758694_tess_v01_llc.fits,eb,4.218941,317.7991497,,,8.204438912,1976758694,8.6388,,eb,1,1,0,0,0,0,0,,,,eu,6,1,e,16,mk,single-sector,EB,2.0,3.0
3854,29.5724381,,1193.424591,0.05316212766,1711.447778,mk_hlsp_qlp_tess_ffi-s0016-0000002003022879_tess_v01_llc.fits,pb,0.2444978227,333.644719,,,2.31127034,2003022879,7.7947,,eb,1,0,0,0,1,0,0,,,,eb,6,1,p,16,mk,single-sector,Planet (P),1.0,3.0
3855,31.17857247,,801.1381536,0.03653813627,1711.769522,mk_hlsp_qlp_tess_ffi-s0016-0000002003049638_tess_v01_llc.fits,eb,0.688211,333.2126663,,,1.421851001,2003049638,10.392,,eb,1,1,0,0,0,0,0,,,,eb,6,1,e,16,mk,single-sector,EB,1.0,3.0
3856,52.9009626,,1868.644018,0.06337650294,1738.747895,mk_hlsp_qlp_tess_ffi-s0016-0000002014876461_tess_v01_llc.fits,eu,0.559044,333.1712299,,,1.344808287,2014876461,10.1993,,,0,1,0,0,0,0,1,,,,et,4,1,e,16,mk,single-sector,EB,1.0,1.0
3857,60.87261371,,18947.64342,0.1140942518,1738.810149,mk_hlsp_qlp_tess_ffi-s0016-0000002020355003_tess_v01_llc.fits,jj,1.862028,334.2216895,,,6.174889124,2020355003,9.9097,,,0,0,1,0,0,0,0,,,,jj,1,1,j,16,mk,single-sector,Junk (J),2.0,4.0
3858,43.89879493,,32252.93554,0.1446961618,1747.012365,mk_hlsp_qlp_tess_ffi-s0016-0000002041563029_tess_v01_llc.fits,et,12.797682,346.5174592,,,,2041563029,10.0526,,,0,1,0,0,0,1,0,,,,ets,2,1,e,16,mk,single-sector,EB,1.0,4.0
3860,-25.0559414,,20952.38825,0.1181836891,1600.338338,astronet_hlsp_qlp_tess_ffi-s0064-0000000000002876_tess_v01_llc.fits,pu,2.627460954,218.8203711,1.17,1.22563,,2876,13.1643,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3861,-26.17928481,,6018.423581,0.09700416653,1601.596753,astronet_hlsp_qlp_tess_ffi-s0064-0000000000004711_tess_v01_llc.fits,pu,2.334820637,218.9187762,1.088,1.5098,,4711,10.9198,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3862,-24.95848124,,9975.62086,0.09490617429,1600.565581,astronet_hlsp_qlp_tess_ffi-s0064-0000000000017361_tess_v01_llc.fits,pt,3.606571788,219.3363209,1.035,1.25819,,17361,11.342,,pt,0,0,0,0,1,1,0,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3863,-29.15208561,,5433.64849,0.1692258407,1601.705973,astronet_hlsp_qlp_tess_ffi-s0064-0000000000160023_tess_v01_llc.fits,pu,6.756571919,223.7184743,1.1,1.64378,,160023,12.8296,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3864,-0.0468063196,,13983.06669,0.1502386531,2771.306898,astronet_hlsp_qlp_tess_ffi-s0064-0000000000808243_tess_v01_llc.fits,pu,1.509859172,300.7377977,1.09,1.73866,,808243,13.4236,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3865,-8.635699941,,17387.79021,0.1203649381,2450.641126,astronet_hlsp_qlp_tess_ffi-s0064-0000000000857186_tess_v01_llc.fits,pu,3.812647462,327.7192802,0.771,0.819373,,857186,12.2037,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3866,-8.419535974,,6697.606384,0.167402052,2451.268913,astronet_hlsp_qlp_tess_ffi-s0064-0000000000909930_tess_v01_llc.fits,pt,4.197768078,328.038725,1.13,1.71326,,909930,10.7217,,pt,0,0,0,0,1,1,0,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3867,-16.03628,pt,3286.944346,0.04368938418,1518.19944,astronet_hlsp_qlp_tess_ffi-s0064-0000000001003831_tess_v01_llc.fits,pu,1.65114909,130.2951647,0.977,1.12196,,1003831,10.6701,,pt,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3868,-26.98077946,,382.1985086,0.1047413404,1519.749978,astronet_hlsp_qlp_tess_ffi-s0064-0000000001018843_tess_v01_llc.fits,pu,1.912661766,130.9324522,0.99,1.24454,,1018843,8.8448,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3869,-17.18943511,,16628.28252,0.1643192891,1519.863981,astronet_hlsp_qlp_tess_ffi-s0064-0000000001103432_tess_v01_llc.fits,et,3.727707752,130.5814567,1.13,1.82228,,1103432,12.8283,,et,0,1,0,0,0,1,0,,,,et,2,1,e,64,astronet,stitched multi-sector,EB,,
3870,28.78102856,pt,5174.508255,0.09604287353,1902.617562,astronet_hlsp_qlp_tess_ffi-s0064-0000000001122079_tess_v01_llc.fits,pu,1.846244687,168.9263185,1.16,1.48445,,1122079,12.7134,,pt,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3871,-7.060660747,,19310.35716,0.0981090989,1412.345119,astronet_hlsp_qlp_tess_ffi-s0064-0000000001129033_tess_v01_llc.fits,pu,1.360028131,37.15511493,0.991,0.933975,,1129033,9.62713,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3872,-28.07657311,eb,5325.481886,0.2214189655,1518.367382,astronet_hlsp_qlp_tess_ffi-s0064-0000000001133072_tess_v01_llc.fits,eb,0.8472235722,131.085907,0.493652,0.495561,,1133072,12.625,,eb,1,1,0,0,0,0,0,,,,et,2,1,e,64,astronet,stitched multi-sector,EB,,
3873,-26.50304054,,3539.247353,0.1690626634,1521.220386,astronet_hlsp_qlp_tess_ffi-s0064-0000000001260235_tess_v01_llc.fits,pu,7.694611238,131.407586,,,,1260235,12.2452,,et,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3874,-35.20261053,,14953.10635,0.1662937137,1440.433649,astronet_hlsp_qlp_tess_ffi-s0064-0000000001449640_tess_v01_llc.fits,pt,3.501792604,75.17161407,1.29,1.66889,,1449640,11.921,,pt,0,0,0,0,1,1,0,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3875,-17.26265422,,7799.380061,0.1439967911,1548.859325,astronet_hlsp_qlp_tess_ffi-s0064-0000000001525480_tess_v01_llc.fits,pu,5.50951755,156.5277997,0.97,0.966127,,1525480,12.2668,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3876,-30.39936645,,9054.831903,0.04194703169,1438.405223,astronet_hlsp_qlp_tess_ffi-s0064-0000000001528696_tess_v01_llc.fits,pu,0.882056928,75.79542865,0.74,0.782888,,1528696,13.1686,,nt,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3877,34.0922728,,5330.143735,0.08061292099,1817.742807,astronet_hlsp_qlp_tess_ffi-s0064-0000000001942969_tess_v01_llc.fits,pu,2.807845079,78.93227846,1.25,1.9513,,1942969,12.8255,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3878,32.78559894,pt,159.1086941,0.1850173774,1826.765005,astronet_hlsp_qlp_tess_ffi-s0064-0000000002507547_tess_v01_llc.fits,pu,9.783809098,80.00298909,1.19,2.09135,,2507547,6.4843,,pu,0,0,0,0,1,0,1,,,,jj,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3879,30.94875434,,487.2259608,0.1434085224,1817.50349,astronet_hlsp_qlp_tess_ffi-s0064-0000000002685481_tess_v01_llc.fits,pu,4.136592359,80.4985068,1.152,1.39357,,2685481,10.2212,,pb,0,0,0,0,1,0,1,,,,pb,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3880,-17.44919012,,14717.47166,0.08835144328,1356.030943,astronet_hlsp_qlp_tess_ffi-s0064-0000000002758565_tess_v01_llc.fits,pu,3.781571449,356.2831448,1.04,1.17009,,2758565,12.3611,,et,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3881,-16.11410082,,5523.870615,0.07779268145,1357.797888,astronet_hlsp_qlp_tess_ffi-s0064-0000000002760219_tess_v01_llc.fits,pu,4.661201465,356.3751297,1.09,1.52373,,2760219,11.4408,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3882,30.22747796,,14228.30375,0.1494149472,1818.935472,astronet_hlsp_qlp_tess_ffi-s0064-0000000003027681_tess_v01_llc.fits,pu,3.944206445,82.21508752,1.34,1.22371,,3027681,13.3025,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3883,33.24702375,,7935.820265,0.1781753501,1824.068134,astronet_hlsp_qlp_tess_ffi-s0064-0000000003224605_tess_v01_llc.fits,pu,28.6494398,82.38499965,1.0,0.883211,,3224605,11.9901,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3884,-37.41059784,pt,12807.66173,0.0501138279,1518.317036,astronet_hlsp_qlp_tess_ffi-s0064-0000000003233861_tess_v01_llc.fits,pu,0.7123367509,138.8298373,0.76,0.981342,,3233861,13.2005,,pt,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3885,31.18178081,,9927.9479,0.1100341828,1820.117795,astronet_hlsp_qlp_tess_ffi-s0064-0000000003364732_tess_v01_llc.fits,pu,3.623881119,82.56024429,1.43,1.39527,,3364732,13.1454,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3886,-7.830230921,,1170.066104,0.1069491528,2770.29426,astronet_hlsp_qlp_tess_ffi-s0064-0000000003680800_tess_v01_llc.fits,pu,0.5505257416,290.2367836,1.044,1.34687,,3680800,11.0263,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3887,21.6172549,,7222.559792,0.1395719656,1903.534972,astronet_hlsp_qlp_tess_ffi-s0064-0000000003808740_tess_v01_llc.fits,pu,6.671362789,169.6899876,0.99,1.10738,,3808740,12.7533,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3888,-39.6882396,,6187.904233,0.2133341302,1521.118242,astronet_hlsp_qlp_tess_ffi-s0064-0000000003840990_tess_v01_llc.fits,pu,3.52574762,139.8198615,1.3,1.84803,,3840990,12.9356,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3889,18.11884715,,10856.79408,0.1533713773,1902.679624,astronet_hlsp_qlp_tess_ffi-s0064-0000000003896759_tess_v01_llc.fits,pu,4.580846233,171.4327551,0.97,1.1409,,3896759,11.9956,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3890,31.39443531,,441.8325055,0.08459250853,1846.226221,astronet_hlsp_qlp_tess_ffi-s0064-0000000004165850_tess_v01_llc.fits,pu,4.280823445,114.639449,1.003,1.03315,,4165850,10.187,,pb,0,0,0,0,1,0,1,,,,pb,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3891,-39.03090481,,3258.724019,0.2493795662,1539.411222,astronet_hlsp_qlp_tess_ffi-s0064-0000000004598935_tess_v01_llc.fits,pu,24.71054932,141.2200194,1.06,1.18006,,4598935,11.4274,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3892,31.64695251,pt,10285.98659,0.1361085156,1842.892372,astronet_hlsp_qlp_tess_ffi-s0064-0000000004605846_tess_v01_llc.fits,pu,3.717860525,118.0600434,1.22,1.23586,,4605846,13.4461,,pb,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3893,-21.91072707,,9852.536701,0.1253839147,1469.055139,astronet_hlsp_qlp_tess_ffi-s0064-0000000004616072_tess_v01_llc.fits,pu,4.187633196,101.9942603,1.38,1.23733,,4616072,12.8893,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3894,-9.435077606,,28205.4209,0.08278293967,2450.297833,astronet_hlsp_qlp_tess_ffi-s0064-0000000004619242_tess_v01_llc.fits,pu,4.302305432,349.2886644,0.574184,0.583228,,4619242,13.0176,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3895,-10.3517813,,720.9201779,0.08294570811,1416.354658,astronet_hlsp_qlp_tess_ffi-s0064-0000000004646810_tess_v01_llc.fits,pu,10.92451387,38.27201076,0.8,0.74413,,4646810,8.8723,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3896,-38.6267102,pt,1090.063612,0.1016436738,1519.849566,astronet_hlsp_qlp_tess_ffi-s0064-0000000004959676_tess_v01_llc.fits,pu,2.235921928,141.6994186,0.77,0.895575,,4959676,10.6418,,pt,0,0,0,0,1,0,1,,,,eu,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3897,-1.732159587,,2163.971603,0.1571943763,1492.814391,astronet_hlsp_qlp_tess_ffi-s0064-0000000004999813_tess_v01_llc.fits,pb,2.084978113,107.3583651,1.174,0.937987,,4999813,12.6063,,pb,1,0,0,0,1,0,0,,,,pb,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3898,-38.94741286,,1706.148588,0.165630538,1521.053589,astronet_hlsp_qlp_tess_ffi-s0064-0000000005024743_tess_v01_llc.fits,pb,12.449776,142.1072604,2.1,2.51265,,5024743,10.1015,,pb,1,0,0,0,1,0,0,,,,pb,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3899,-5.432661572,pb,2893.293612,0.2115846756,1491.824492,astronet_hlsp_qlp_tess_ffi-s0064-0000000005109298_tess_v01_llc.fits,pb,1.619909449,107.5981093,2.38,2.22468,,5109298,10.6698,,nb,1,0,0,0,1,0,0,,,,jj,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3900,-37.47152696,,23047.22101,0.1467503886,1519.218109,astronet_hlsp_qlp_tess_ffi-s0064-0000000005224772_tess_v01_llc.fits,pu,4.599190545,142.3301061,,,,5224772,13.5759,,et,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3901,-22.94674386,,10171.37617,0.1845247354,1549.316931,astronet_hlsp_qlp_tess_ffi-s0064-0000000005485318_tess_v01_llc.fits,pu,4.830704635,149.7595139,1.36,1.43961,,5485318,12.6819,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3902,-6.082468574,,8947.241613,0.1145314799,1493.668863,astronet_hlsp_qlp_tess_ffi-s0064-0000000005592720_tess_v01_llc.fits,pu,6.594705107,111.5215654,1.26,2.11687,,5592720,12.8742,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3903,-41.52580081,,3468.666001,0.0495318757,1546.442769,astronet_hlsp_qlp_tess_ffi-s0064-0000000005709314_tess_v01_llc.fits,pu,2.618505257,143.5957406,1.32,1.03669,,5709314,12.3947,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3904,26.54457431,,1017.868788,0.101653679,1794.227056,astronet_hlsp_qlp_tess_ffi-s0064-0000000005724439_tess_v01_llc.fits,pu,2.720602412,33.34630549,1.038,0.960228,,5724439,11.5517,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3905,-7.129637469,,1218.497754,0.124821011,1492.502635,astronet_hlsp_qlp_tess_ffi-s0064-0000000005772442_tess_v01_llc.fits,eb,1.105803316,111.766575,1.044,2.54901,,5772442,10.351,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e,64,astronet,stitched multi-sector,EB,,
3906,22.07497283,,2049.999896,0.1513980175,2478.175303,astronet_hlsp_qlp_tess_ffi-s0064-0000000005800958_tess_v01_llc.fits,pt,4.231921979,78.98851319,1.96,1.91046,,5800958,11.9696,,pt,0,0,0,0,1,1,0,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3907,20.25510123,pt,2367.897462,0.09678856996,2474.988409,astronet_hlsp_qlp_tess_ffi-s0064-0000000005882269_tess_v01_llc.fits,pu,4.794911302,79.14068241,0.637,0.648172,,5882269,12.0394,,pu,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3908,-18.7364748,,6370.889991,0.1698764584,1573.985863,astronet_hlsp_qlp_tess_ffi-s0064-0000000006010784_tess_v01_llc.fits,pu,4.51668445,193.9427131,1.06,1.40091,,6010784,13.2078,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3909,-11.79048316,,3073.911492,0.1030914886,1494.516658,astronet_hlsp_qlp_tess_ffi-s0064-0000000006276559_tess_v01_llc.fits,pu,5.436862927,112.5156225,1.92,1.48683,,6276559,11.7664,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3910,-47.99383257,,5432.386544,0.09158630095,1661.903504,astronet_hlsp_qlp_tess_ffi-s0064-0000000006404965_tess_v01_llc.fits,pu,4.869072932,283.6650704,0.68,0.698474,,6404965,11.9812,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3911,23.13355825,,663.8471773,0.1543326253,2475.115272,astronet_hlsp_qlp_tess_ffi-s0064-0000000006499453_tess_v01_llc.fits,pu,7.436513199,80.85974035,0.807,1.30646,,6499453,11.1971,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3912,20.59066863,pb,819.4571001,0.09220324779,2474.71821,astronet_hlsp_qlp_tess_ffi-s0064-0000000006653897_tess_v01_llc.fits,pb,0.8857796385,81.05128259,1.208,1.12614,,6653897,11.4541,,pt,1,0,0,0,1,0,0,,,,pb,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3913,-49.13848775,pt,15723.66609,0.1080439694,1659.807248,astronet_hlsp_qlp_tess_ffi-s0064-0000000006663331_tess_v01_llc.fits,pu,3.180913722,284.3996885,0.96,0.947934,,6663331,13.2887,,pb,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3914,20.54395994,,526.3256588,0.1849291714,2474.739625,astronet_hlsp_qlp_tess_ffi-s0064-0000000006785559_tess_v01_llc.fits,pu,4.509139524,81.4335272,1.038,1.35279,,6785559,10.1125,,eb,0,0,0,0,1,0,1,,,,eb,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3915,21.59917728,,11571.81677,0.170548529,2475.694191,astronet_hlsp_qlp_tess_ffi-s0064-0000000006853696_tess_v01_llc.fits,pu,3.420259314,81.64229443,1.02,1.75786,,6853696,13.4489,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3916,13.49753318,,1302.142006,0.1412441303,2504.083559,astronet_hlsp_qlp_tess_ffi-s0064-0000000006892385_tess_v01_llc.fits,pu,8.266772308,125.4202677,0.941,0.915405,,6892385,11.2089,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3917,13.73531793,,8828.600665,0.1456874696,2502.394787,astronet_hlsp_qlp_tess_ffi-s0064-0000000006893917_tess_v01_llc.fits,pu,3.080186257,125.6175197,1.732,1.70169,,6893917,9.02097,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3918,12.28194424,,16288.72344,0.1579477018,1495.167534,astronet_hlsp_qlp_tess_ffi-s0064-0000000007020254_tess_v01_llc.fits,pu,20.27315656,126.5534316,1.026,0.85554,,7020254,12.7462,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3919,17.57939002,,11425.04392,0.0876685758,2503.078469,astronet_hlsp_qlp_tess_ffi-s0064-0000000007059054_tess_v01_llc.fits,pu,5.185826912,126.936725,0.74,0.649127,,7059054,12.244,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3920,-11.00161606,,3451.934863,0.06784226042,1492.473558,astronet_hlsp_qlp_tess_ffi-s0064-0000000007274938_tess_v01_llc.fits,pu,1.099437657,113.8363294,1.51,1.63365,,7274938,13.0896,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3921,-27.99306094,,3107.740568,0.08222520615,1601.234609,astronet_hlsp_qlp_tess_ffi-s0064-0000000007413227_tess_v01_llc.fits,pu,3.415862851,212.6477947,1.176,2.19052,,7413227,9.46381,,et,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3922,-44.43080985,pt,736.19849,0.2487975552,1470.36386,astronet_hlsp_qlp_tess_ffi-s0064-0000000007422496_tess_v01_llc.fits,pu,46.96219858,81.34915832,1.03,0.879321,,7422496,8.7601,,pt,0,0,0,0,1,0,1,,,,pu,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3923,-29.97504681,,21399.37639,0.05917471413,1600.303744,astronet_hlsp_qlp_tess_ffi-s0064-0000000007439480_tess_v01_llc.fits,pu,1.254125703,212.9294885,0.537459,0.541406,,7439480,13.0739,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3924,45.33687802,,8199.235391,0.1930024063,1687.080939,astronet_hlsp_qlp_tess_ffi-s0064-0000000007548817_tess_v01_llc.fits,pu,4.520754098,272.2669823,1.13,1.49494,,7548817,12.0453,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3925,-11.15129862,pt,1338.738507,0.1031847334,1491.879856,astronet_hlsp_qlp_tess_ffi-s0064-0000000007561203_tess_v01_llc.fits,pu,2.484333596,114.3461802,2.52,2.13222,,7561203,10.1137,,nt,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3926,-11.73731996,,7061.668554,0.1370985521,1496.701088,astronet_hlsp_qlp_tess_ffi-s0064-0000000007562528_tess_v01_llc.fits,pu,5.247808579,114.3249289,1.002,1.09906,,7562528,12.8743,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3927,47.87566249,,2845.546449,0.2469589672,1688.228015,astronet_hlsp_qlp_tess_ffi-s0064-0000000007583660_tess_v01_llc.fits,pu,5.333396813,272.537686,1.05,2.53018,,7583660,12.0228,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3928,-38.84416883,eb,1280.824196,0.07135806263,1411.822468,astronet_hlsp_qlp_tess_ffi-s0064-0000000007624182_tess_v01_llc.fits,eb,1.108029207,64.31142478,2.26,3.12776,,7624182,8.7929,,et,1,1,0,0,0,0,0,,,,eb,2,1,e,64,astronet,stitched multi-sector,EB,,
3929,47.33622122,pu,6588.252846,0.1234576628,1692.366243,astronet_hlsp_qlp_tess_ffi-s0064-0000000007681574_tess_v01_llc.fits,pu,16.01049997,273.2404999,1.024,1.02981,,7681574,12.485,,pu,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3930,-1.606551859,et,18476.62161,0.2070137004,1521.220908,astronet_hlsp_qlp_tess_ffi-s0064-0000000007904580_tess_v01_llc.fits,pu,15.83474287,133.2073981,1.02,1.08792,,7904580,13.3008,,nt,0,0,0,0,1,0,1,,,,et,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
3931,-4.925745763,,6457.018805,0.2034773574,1519.429106,astronet_hlsp_qlp_tess_ffi-s0064-0000000007976072_tess_v01_llc.fits,pu,8.998136722,133.4842661,0.95,1.22416,,7976072,13.2933,,pt,0,0,0,0,1,0,1,,,,pt,2,1,p,64,astronet,stitched multi-sector,Planet (P),,
