Astro ID,Dec,Decision,Depth,Dur,Epoc,File,Final,Per,RA,SMass,SRad,SRadEst,TIC ID,Tmag,as,ch,disp_b,disp_e,disp_j,disp_n,disp_p,disp_t,disp_u,dm,et,md,mk,total_votes,selected_total_votes,first_letter
3607,-56.09483109,,2065.252199,0.1661920757,1575.4995,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450200861_tess_v01_llc.fits,eb,6.216552,168.4473796,1.52,1.64914,1.83603281,450200861,11.025,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3608,-58.93458593,et,4569.865376,0.07518296936,1572.77243,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450276395_tess_v01_llc.fits,et,2.477606,168.4948844,,,10.20248268,450276395,10.5296,,pt,0,1,0,0,0,1,0,,,,et,2,1,e
3609,-59.58065897,,883.9413963,0.1410711565,1571.339623,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450277258_tess_v01_llc.fits,eb,2.893643,168.8019466,,2.0828,4.696830138,450277258,9.1633,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3610,-59.60029778,,5688.599861,0.1574573343,1571.340101,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450285739_tess_v01_llc.fits,eb,2.893643,168.8141435,,,6.407312298,450285739,10.9072,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3611,-58.95025448,,6717.746112,0.1350814637,1575.001538,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450368173_tess_v01_llc.fits,eb,5.380142,168.6491794,,,2.371105302,450368173,10.8905,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3612,-63.9671414,,1939.929525,0.1833180143,1601.248699,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450395029_tess_v01_llc.fits,eb,2.088258,186.0761398,1.76,2.80155,2.681824387,450395029,10.4951,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3613,-60.76163287,,3353.437805,0.2519007542,1602.409889,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450457660_tess_v01_llc.fits,eb,3.902415,186.2937008,,,6.068597096,450457660,11.6636,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3614,-59.26478695,,1326.314177,0.1063494047,1571.284073,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450559047_tess_v01_llc.fits,eb,1.476976,168.9848241,,7.91785,7.806048351,450559047,11.0391,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3615,-57.90011665,,3820.532874,0.2202069584,1572.916622,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450619932_tess_v01_llc.fits,eb,1.64642,169.128358,2.24,2.58428,2.636164707,450619932,10.2064,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3616,-55.79330771,,2765.24845,0.1373545715,1574.284296,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450631859_tess_v01_llc.fits,eb,3.779948,169.214977,1.55,1.43909,1.433887714,450631859,10.7954,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3617,-60.16332328,,1248.653154,0.1644757043,1600.641703,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450649506_tess_v01_llc.fits,et,1.058325,186.9007744,1.21,1.61639,1.685640634,450649506,10.2089,,et,0,1,0,0,0,1,0,,,,et,2,1,e
3618,-58.14555131,,1158.740398,0.1347933568,1575.563499,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450679858_tess_v01_llc.fits,eb,16.411295,169.3689845,2.86,4.07519,4.223153754,450679858,9.3391,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3619,-65.13089227,,3857.764927,0.2459971801,1599.154605,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450731673_tess_v01_llc.fits,eb,1.684338,186.9399091,,103.425,65.71164512,450731673,10.2302,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3620,-62.16114168,,1059.01927,0.06897733946,1600.132523,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450823001_tess_v01_llc.fits,eb,0.74513,187.1668278,1.41,2.99913,2.730491289,450823001,10.2624,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3621,-61.49365717,,5754.106329,0.1765141193,1600.558653,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450829879_tess_v01_llc.fits,eb,1.252769,187.0221122,,83.2235,55.23918902,450829879,10.855,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3622,-58.32605161,,1607.754515,0.1683531131,1571.431512,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450845097_tess_v01_llc.fits,eb,1.536698,169.6572872,,,2.682942714,450845097,10.9526,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3623,-60.27942432,,4103.999415,0.1464498165,1599.98968,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450858093_tess_v01_llc.fits,eb,0.890963,186.9873629,2.63,3.90181,3.953187894,450858093,11.0905,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3624,-64.05476539,,1860.832963,0.1599239771,1600.343193,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450949884_tess_v01_llc.fits,eb,0.684019,187.373931,,,38.92294329,450949884,11.6368,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3625,-58.00082251,jj,2032.242353,0.1546338248,1573.436892,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450972335_tess_v01_llc.fits,jj,3.353454,170.1636981,1.53,3.42337,3.419904684,450972335,10.766,,jj,0,0,1,0,0,0,0,,,,jj,1,1,j
3626,-59.37841318,,644.4071702,0.2077014423,1572.351757,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000450999224_tess_v01_llc.fits,eb,1.660309,170.1423275,1.19,2.46846,2.452039488,450999224,9.3383,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3627,-60.73071223,,3359.503019,0.1659888961,1600.255983,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451094183_tess_v01_llc.fits,eb,2.642994,187.5533624,,,219.6492538,451094183,9.6542,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3628,-60.4242673,,10206.93614,0.4909136059,1603.656681,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451099774_tess_v01_llc.fits,eb,6.681426,187.5104594,1.62,2.7951,2.783294554,451099774,10.1135,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3629,-58.20319265,,9554.930482,0.1589979113,1572.274409,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451314852_tess_v01_llc.fits,eb,1.73392,171.1758633,0.91,2.25362,2.145349864,451314852,10.8751,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3630,-57.97513448,jj,1129.481511,0.1530619137,1576.425117,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451390982_tess_v01_llc.fits,jj,21.844892,171.3332686,,,14.2670118,451390982,8.1169,,jj,0,0,1,0,0,0,0,,,,jj,1,1,j
3631,-57.52102468,,777.7048602,0.1534862277,1572.629109,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451458394_tess_v01_llc.fits,eb,2.011593,171.6098427,1.64,3.97411,3.927990978,451458394,10.3464,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3632,-87.53309068,jj,516.245154,0.1827135161,1627.93358,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451509897_tess_v01_llc.fits,jj,3.684182,255.4913778,,9.99044,10.01766771,451509897,9.4014,,jj,0,0,1,0,0,0,0,,,,jj,1,1,j
3633,-84.88086062,,739.63479,0.1615053563,1626.773121,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451528233_tess_v01_llc.fits,jj,1.527347,260.3832014,,10.5048,11.07735257,451528233,9.6026,,jj,0,0,1,0,0,0,0,,,,jj,1,1,j
3634,-59.75077476,eb,400.9427258,0.06753583063,1571.268276,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451578937_tess_v01_llc.fits,eb,0.883226,171.9259803,,,5.361508882,451578937,9.3094,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3635,-57.21774789,,2122.595954,0.111578237,1572.140186,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451614364_tess_v01_llc.fits,eb,0.972809,171.940272,,2.0049,1.651125383,451614364,10.7127,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3636,-58.82880501,,986.0776648,0.205809802,1572.093122,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451682970_tess_v01_llc.fits,eb,1.905448,172.1527281,1.25,1.32478,1.30900358,451682970,10.0495,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3637,-58.81153644,,175.7835259,0.1130805783,1571.499796,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000451826702_tess_v01_llc.fits,eb,1.439476,172.6929529,,,8.577960309,451826702,6.8794,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3638,-59.05199744,,473.9223859,0.1096315371,1571.678349,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000452117876_tess_v01_llc.fits,eb,0.425587,173.6838703,1.21,1.58709,1.610037111,452117876,9.9161,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3639,-59.86646531,jj,969.6734797,0.1575490448,1571.495859,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000452239214_tess_v01_llc.fits,jj,0.997115,173.9872415,,,7.066455348,452239214,9.9244,,nb,0,0,1,0,0,0,0,,,,eb,1,1,j
3640,-58.88778301,et,4151.957256,0.07860621592,1572.905293,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000452267394_tess_v01_llc.fits,et,2.979664,174.1477063,3.13,3.57665,3.725213899,452267394,10.3307,,eu,0,1,0,0,0,1,0,,,,et,2,1,e
3641,-58.71845252,,1118.697652,0.07454954265,1572.045907,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000452268602_tess_v01_llc.fits,eb,1.395726,174.0860825,,,834.9545142,452268602,11.4099,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3643,-59.7625516,,1288.900881,0.1541732038,1573.201893,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000452355750_tess_v01_llc.fits,eb,7.20161,174.2522966,1.09,1.36871,1.355223994,452355750,10.3279,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3646,-68.10906543,eb,264.4398249,0.1226287345,1327.31691,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000453100658_tess_v01_llc.fits,eb,1.804059,116.1841199,1.14,1.43131,1.315250042,453100658,10.4361,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3654,-44.49395525,eb,1693.683588,0.1509249168,1601.168878,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000455311320_tess_v01_llc.fits,eb,1.643072,222.9278007,,,135.8025121,455311320,10.7676,,eb,1,1,0,0,0,0,0,,,,et,2,1,e
3655,-47.27492969,,6447.082153,0.1846029019,1600.99237,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000455318073_tess_v01_llc.fits,eb,1.384739,222.8817272,1.25,2.22842,2.305628419,455318073,11.6938,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3656,-43.77997562,,6890.093288,0.1953773993,1601.500787,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000455374178_tess_v01_llc.fits,eb,3.563368,223.2211247,1.79,1.61644,1.585807016,455374178,11.5867,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3657,-46.64776629,,1753.278354,0.2390644988,1602.088968,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000455387814_tess_v01_llc.fits,eb,2.945559,223.3723582,1.59,2.20062,2.120236274,455387814,10.0511,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3658,-46.16145203,eb,20825.449,0.1418423803,1599.809878,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000455389013_tess_v01_llc.fits,eb,0.618072,223.4312014,,65.1108,71.89928825,455389013,11.1693,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3659,-44.01137315,,11899.39501,0.3408760191,1600.681561,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000455416026_tess_v01_llc.fits,eb,2.431395,223.5512278,1.23,1.38458,1.231674722,455416026,12.6317,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3660,-44.50634236,,9754.424069,0.1078673907,1600.410971,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000455481912_tess_v01_llc.fits,eb,1.137517,223.9440141,,10.1183,10.21651197,455481912,13.3767,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3661,-60.09414153,,102009.6098,0.1765173174,1626.204781,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000455667423_tess_v01_llc.fits,et,2.007367,229.5275377,,,6.145281248,455667423,7.0136,,et,0,1,0,0,0,1,0,,,,et,2,1,e
3662,-60.35788622,eus,170680.4965,0.1564698388,1620.125591,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000456058602_tess_v01_llc.fits,eu,5.80047,230.6960517,,,2.966213047,456058602,9.2633,,eb,0,1,0,0,0,0,1,,,,ebs,2,1,e
3664,-54.01091272,i,965.8363198,0.09452783166,1544.786297,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000457403658_tess_v01_llc.fits,jj,0.972809,157.3078723,,115.067,47.8524037,457403658,10.2326,,eb,0,0,1,0,0,0,0,,,,et,1,1,j
3665,-55.88870759,,8616.140277,0.1293925789,1599.29222,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000457455011_tess_v01_llc.fits,eb,0.507556,206.1920706,1.52,2.2567,2.42543275,457455011,10.9022,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3666,-54.41690838,,4352.261557,0.3354181715,1599.600397,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000457462086_tess_v01_llc.fits,eb,2.194556,206.2919074,1.97,2.00908,1.779831935,457462086,10.6556,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3667,-54.16562506,,1113.855972,0.1035693677,1544.485719,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000457544563_tess_v01_llc.fits,eb,1.024893,157.5517305,,,131.665841,457544563,10.2678,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3668,-56.96050654,et,352.5796909,0.0636601549,1571.267123,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000457591834_tess_v01_llc.fits,et,0.493524,157.8347824,,,1.760859775,457591834,9.8919,,eb,0,1,0,0,0,1,0,,,,et,2,1,e
3669,-59.58708217,jj,1025.579831,0.1595760428,1575.041771,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000457793051_tess_v01_llc.fits,jj,4.737568,158.4025714,,10.7817,11.24068132,457793051,8.9554,,jj,0,0,1,0,0,0,0,,,,et,1,1,j
3670,-54.85001747,,883.5826638,0.06210410438,1545.84457,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000457864221_tess_v01_llc.fits,eb,2.297809,158.3902308,,1.6954,,457864221,10.3964,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3672,-41.06985329,eu,114976.1609,0.2865774026,1629.352635,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000458218716_tess_v01_llc.fits,eu,1.287517,250.6377225,,,0.3178829487,458218716,10.114,,et,0,1,0,0,0,0,1,,,,eu,2,1,e
3674,-58.28979184,,1305.361501,0.1021668605,1571.531238,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000458835698_tess_v01_llc.fits,eb,1.701162,161.1409826,,9.82305,10.01168893,458835698,10.4709,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3675,-58.38480326,,658.0511447,0.1255263192,1571.358507,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000458836406_tess_v01_llc.fits,eb,1.271996,161.0502818,2.24,2.57858,2.857406017,458836406,8.2294,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3676,-59.7376206,eu,38484.65324,0.2354244482,1574.744792,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000458856474_tess_v01_llc.fits,eu,6.078497,161.1405803,,,28.3902943,458856474,5.666,,et,0,1,0,0,0,0,1,,,,ets,2,1,e
3677,-59.83101007,,16233.54926,0.1790990398,1573.150938,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000459007525_tess_v01_llc.fits,eb,3.473581,161.5575326,1.94,1.3795,1.377615808,459007525,10.9366,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3678,-57.95874284,,24608.96521,0.213507979,1580.822738,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000459042543_tess_v01_llc.fits,et,9.59058,161.7578901,2.07,4.33504,4.326485774,459042543,10.6148,,et,0,1,0,0,0,1,0,,,,et,2,1,e
3679,-57.95833907,eb,8682.817264,0.2110898522,1580.822784,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000459042546_tess_v01_llc.fits,eb,9.59058,161.7556501,,9.37832,8.645857535,459042546,9.0649,,et,1,1,0,0,0,0,0,,,,eb,2,1,e
3681,-55.40309709,jj,697.3069618,0.06073203922,1571.590998,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000459236522_tess_v01_llc.fits,jj,0.689357,162.0130982,,10.9271,10.39256506,459236522,10.4934,,eb,0,0,1,0,0,0,0,,,,jj,1,1,j
3682,-55.35611287,eb,1863.87421,0.1037750938,1571.407009,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000459437456_tess_v01_llc.fits,eb,0.803246,162.745318,1.8,2.95763,2.738510106,459437456,10.4304,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3683,-59.81033019,,1682.142475,0.1689344127,1571.97844,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000459670193_tess_v01_llc.fits,eb,1.378365,163.2544828,,113.722,141.6053583,459670193,9.7375,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3684,-56.55273756,,1041.56175,0.2151547874,1572.953303,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000459713293_tess_v01_llc.fits,eb,1.75394,163.3889566,,10.2554,10.79570904,459713293,9.8224,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3688,-60.57266177,,10820.87361,0.3002921744,1573.545256,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000459997974_tess_v01_llc.fits,et,5.551004,156.2468306,2.27,2.56043,2.248582587,459997974,10.9294,,et,0,1,0,0,0,1,0,,,,et,2,1,e
3690,-60.66526209,,2182.625316,0.1374500125,1577.866863,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000460140752_tess_v01_llc.fits,eb,11.998836,156.7384447,,,,460140752,8.9301,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3692,-61.0579983,,5562.217619,0.2007153319,1571.721522,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000460241334_tess_v01_llc.fits,eb,2.09642,157.011443,,,169.0677086,460241334,9.7639,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3693,-61.41263998,,1290.60126,0.2831785729,1572.325828,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000460298963_tess_v01_llc.fits,eb,1.268643,157.3820339,1.55,2.89618,2.963845127,460298963,10.3384,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3699,-61.26412318,,4310.226189,0.2235928871,1601.902546,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000460557335_tess_v01_llc.fits,eb,2.162976,190.0181254,,,13660.30151,460557335,10.81,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3705,-61.19262757,,3478.138195,0.2880780669,1575.72134,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000461022608_tess_v01_llc.fits,eb,5.216246,159.4143613,,,4.653548687,461022608,10.6905,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3706,-61.28981823,,11999.75886,0.2454527847,1571.834288,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000461080504_tess_v01_llc.fits,eb,6.097755,159.580244,1.66,1.82219,1.850914963,461080504,10.9572,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3707,-39.63499615,,20837.68642,0.09024880099,1600.53773,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000461272446_tess_v01_llc.fits,eb,0.444461,203.2135045,,11.3933,9.764934824,461272446,12.7408,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3708,-40.80330261,,1806.292908,0.06215300753,1600.36802,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000461278438_tess_v01_llc.fits,eb,0.651405,203.2403176,1.01,1.25194,1.57660576,461278438,11.9457,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3709,-51.63401237,,169560.0946,0.209453014,1626.06624,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000461927464_tess_v01_llc.fits,et,0.691293,233.4123165,,,4.454193937,461927464,10.0084,,et,0,1,0,0,0,1,0,,,,et,2,1,e
3710,-49.56114285,,33204.38789,0.2938598338,1631.551129,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000461963757_tess_v01_llc.fits,eb,2.88698,233.389684,1.88,1.89668,1.836914788,461963757,10.1364,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3714,-54.94425143,eb,1839.062758,0.154615191,1545.58127,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000463178502_tess_v01_llc.fits,eb,2.089476,153.1755637,1.45,2.56099,2.616148847,463178502,10.2408,,pb,1,1,0,0,0,0,0,,,,eb,2,1,e
3715,-58.61359694,,2344.904752,0.1418570326,1544.599006,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000463202584_tess_v01_llc.fits,eb,2.743643,153.2181124,,,2.267300982,463202584,10.2547,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3717,-58.65231359,,878.9161053,0.0978277873,1545.424788,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000463239707_tess_v01_llc.fits,eb,2.439476,153.4482124,,7.29016,8.034165132,463239707,10.3792,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3721,-58.50704536,eb,820.4138851,0.2192115558,1546.374264,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000463588146_tess_v01_llc.fits,eb,2.167254,154.1760282,,91.509,52.22456844,463588146,9.9799,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3723,-56.02014894,,468.8509756,0.05737912704,1544.596861,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000463627281_tess_v01_llc.fits,eb,0.265865,154.2224348,,11.0746,10.54404365,463627281,9.7595,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3724,-54.54050525,,888.4423866,0.3516932891,1545.02709,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000463637465_tess_v01_llc.fits,eb,2.264476,154.3204381,1.3,1.82899,1.756909782,463637465,10.2354,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3725,-54.07444846,eb,707.8849656,0.154575648,1544.566275,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000463640655_tess_v01_llc.fits,eb,1.845726,154.1925052,,11.2196,12.33021187,463640655,10.4253,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3727,-46.77284594,,3570.685895,0.1542111648,1629.051781,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000464825418_tess_v01_llc.fits,eb,0.973628,233.5700852,2.2,2.98477,2.97018586,464825418,10.2242,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3728,-46.40243378,,18685.45825,0.1235106711,1629.866876,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000464853936_tess_v01_llc.fits,et,2.073466,233.7120187,2.89,2.1367,2.289250454,464853936,9.4437,,et,0,1,0,0,0,1,0,,,,et,2,1,e
3729,-61.70685453,,1814.485475,0.09961205615,1571.565879,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000464887100_tess_v01_llc.fits,eb,1.272692,159.8870223,,267.953,167.1373238,464887100,10.0776,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3730,-61.94550937,,1071.007803,0.2281056872,1572.076902,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000464889047_tess_v01_llc.fits,eb,2.885309,160.050869,1.58,1.51798,1.522208595,464889047,10.6594,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3732,-63.89676568,,1144.586827,0.1317386261,1574.31094,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000464937865_tess_v01_llc.fits,eb,3.226282,162.1036942,,6.07577,6.700816095,464937865,10.6183,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3733,-62.64172344,eb,1297.083712,0.1314065709,1571.856996,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000464971546_tess_v01_llc.fits,eb,1.459615,162.0933575,0.98,2.19665,2.221618893,464971546,10.7567,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3734,-60.18055207,,1234.703204,0.1586030412,1573.939387,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465013317_tess_v01_llc.fits,eb,2.773504,162.0587425,,,89.33210383,465013317,12.093,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3735,-60.09138318,,5682.29133,0.2346903359,1571.896687,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465014168_tess_v01_llc.fits,eb,5.622516,162.0302147,,2.06563,2.075437386,465014168,10.9721,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3736,-60.26588477,,2926.125444,0.2489691471,1571.368303,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465019072_tess_v01_llc.fits,eb,1.750587,162.3094676,,,14.15357209,465019072,10.4361,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3737,-60.91670578,,2469.532205,0.1385318245,1572.628024,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465046271_tess_v01_llc.fits,eb,2.172809,162.4388923,,2.09148,1.475567637,465046271,10.5762,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3738,-61.39018971,,4408.881274,0.2996782796,1572.212795,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465050952_tess_v01_llc.fits,eb,1.148504,162.4820771,,98.9616,84.85789775,465050952,10.8449,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3739,-61.61836178,,3859.043572,0.1972510614,1571.63017,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465053247_tess_v01_llc.fits,eb,1.199198,162.2993235,,196.767,140.7757139,465053247,10.4964,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3740,-61.91205531,eb,1235.941212,0.2373736104,1572.907132,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465055985_tess_v01_llc.fits,eb,2.145032,162.3646155,,7.89521,8.092402791,465055985,10.6488,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3741,-62.53812923,,1544.29712,0.1524625266,1572.66937,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465139437_tess_v01_llc.fits,eb,1.396303,162.6446058,,35.4963,28.75310453,465139437,10.8672,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3742,-60.49521,et,24994.64286,0.3192427806,1571.884477,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465179776_tess_v01_llc.fits,et,7.607544,162.4858499,,,6.10818369,465179776,10.8528,,nt,0,1,0,0,0,1,0,,,,et,2,1,e
3743,-60.18291185,eb,960.8065576,0.127734979,1575.184982,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465183119_tess_v01_llc.fits,eb,4.123648,162.5759332,,,3.792879715,465183119,9.4835,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
3745,-62.51952042,,809.2128579,0.08530626087,1571.499176,astronet_hlsp_qlptglc_tess_ffi-s0103-0000000465249457_tess_v01_llc.fits,eb,0.869337,162.7302083,,63.0679,56.76799207,465249457,10.7943,,eb,1,1,0,0,0,0,0,,,,eb,2,1,e
