tic,label,reobs96_geom,reobs103_geom,reobs96_lc,reobs103_lc,reobs96_tesspoint,max_sector_since94,max_lc_sector_since94
101133275,Planet (P),False,False,False,False,False,,
101179364,EB,True,True,True,True,True,94.0,94.0
101225566,Planet (P),False,True,False,True,False,100.0,100.0
101232323,Junk (J),True,True,True,True,True,94.0,94.0
101233032,Junk (J),False,False,False,False,True,,
101255974,EB,False,False,False,False,False,,
101272159,Planet (P),True,True,True,True,True,94.0,94.0
101335425,EB,False,False,False,False,False,,
101348333,Planet (P),False,False,False,False,False,,
101404344,EB,True,True,True,True,True,94.0,94.0
101427252,Junk (J),True,True,True,True,True,94.0,94.0
101427335,EB,True,True,True,True,True,94.0,94.0
101434215,Junk (J),False,True,False,True,False,100.0,100.0
101455096,Junk (J),True,True,True,True,True,94.0,94.0
101496204,Junk (J),False,True,False,True,False,99.0,99.0
101510908,Junk (J),True,True,True,True,True,94.0,94.0
101513965,EB,True,True,True,True,True,94.0,94.0
101520163,Planet (P),False,False,False,False,False,,
101544904,Junk (J),True,True,True,True,True,94.0,94.0
101546875,EB,False,False,False,False,False,,
101547609,EB,False,False,False,False,False,,
101569583,Planet (P),False,False,False,False,False,,
101588793,Planet (P),False,True,False,True,False,99.0,99.0
101592219,Planet (P),False,False,False,False,False,,
101654574,EB,True,True,True,True,True,94.0,94.0
101675455,EB,False,False,False,False,False,,
101689307,EB,False,False,False,False,False,,
101691477,Junk (J),True,True,True,True,True,94.0,94.0
101693153,Junk (J),True,True,True,True,True,94.0,94.0
101695517,Junk (J),True,True,True,True,True,94.0,94.0
101695924,EB,True,True,True,True,True,94.0,94.0
101696403,Planet (P),True,True,True,True,True,94.0,94.0
101718959,Junk (J),False,False,False,False,False,,
101720002,Junk (J),False,False,False,False,False,,
101721385,Planet (P),False,False,False,False,False,,
101721960,Junk (J),False,False,False,False,False,,
101827881,EB,False,False,False,False,False,,
101834236,Junk (J),False,False,False,False,False,,
101845280,Junk (J),True,True,True,True,False,94.0,94.0
101875016,Junk (J),False,False,False,False,False,,
101876193,Junk (J),False,False,False,False,False,,
101883233,Junk (J),True,True,True,True,False,94.0,94.0
101948569,Planet (P),True,True,True,True,True,103.0,103.0
101955023,Planet (P),False,True,False,True,False,99.0,99.0
101961987,Planet (P),False,True,False,True,False,99.0,99.0
102030574,Planet (P),True,True,True,True,True,103.0,103.0
102145031,EB,False,False,False,False,False,,
102159710,Planet (P),False,False,False,False,False,,
102192004,Planet (P),False,True,False,True,False,102.0,102.0
102264230,Planet (P),False,False,False,False,False,,
102283403,Planet (P),False,False,False,False,False,,
102542376,Planet (P),False,False,False,False,False,,
102625324,EB,False,True,False,True,False,99.0,99.0
102642870,EB,False,False,False,False,False,,
102672709,Planet (P),False,False,False,False,False,,
102713734,Planet (P),False,False,False,False,False,,
102719996,Planet (P),False,False,False,False,False,,
102731164,EB,False,False,False,False,False,,
102734241,Planet (P),False,False,False,False,False,,
102840239,Planet (P),False,True,False,True,False,100.0,100.0
102846772,Planet (P),False,False,False,False,False,,
102848207,Planet (P),False,False,False,False,False,,
103096524,Planet (P),False,False,False,False,False,,
103121827,Junk (J),False,False,False,False,False,,
103183399,Planet (P),False,True,False,True,False,99.0,99.0
103195323,Planet (P),False,False,False,False,False,,
103448870,Planet (P),False,False,False,False,False,,
103452621,EB,False,False,False,False,False,,
103571856,Junk (J),False,False,False,False,False,,
103573024,EB,False,False,False,False,False,,
103604037,Junk (J),False,False,False,False,False,,
103605399,Planet (P),False,False,False,False,False,,
103633434,Planet (P),False,False,False,False,False,,
103657028,Junk (J),False,False,False,False,False,,
103657171,EB,False,False,False,False,False,,
103686920,Junk (J),False,False,False,False,False,,
103689487,Junk (J),False,False,False,False,False,,
103691355,Junk (J),False,False,False,False,False,,
103751498,Planet (P),False,False,False,False,False,,
103803490,Junk (J),False,False,False,False,False,,
103804621,Junk (J),False,False,False,False,False,,
103806789,Junk (J),False,False,False,False,False,,
103832313,Planet (P),False,True,False,False,False,102.0,
103865797,Planet (P),False,False,False,False,False,,
104022675,Planet (P),False,True,False,True,False,102.0,102.0
104024556,Planet (P),False,True,False,True,False,102.0,102.0
104195270,Planet (P),False,False,False,False,False,,
104208182,Planet (P),False,False,False,False,False,,
104734832,Planet (P),False,False,False,False,False,,
104795973,EB,False,False,False,False,False,,
104866616,Planet (P),False,False,False,False,False,,
104914008,EB,False,False,False,False,False,,
104986789,Planet (P),False,False,False,False,False,,
105135774,Planet (P),False,False,False,False,False,,
105160013,Junk (J),False,False,False,False,False,,
105233796,EB,False,False,False,False,False,,
105296763,EB,False,False,False,False,False,,
105379013,Planet (P),False,False,False,False,False,,
105450460,Junk (J),False,False,False,False,False,,
105452717,EB,False,False,False,False,False,,
105616091,Planet (P),False,False,False,False,False,,
105618511,EB,False,False,False,False,False,,
105759569,Planet (P),False,True,False,True,False,100.0,100.0
105840719,Planet (P),False,False,False,False,False,,
105882458,Junk (J),False,True,False,True,False,100.0,100.0
106013773,Planet (P),False,False,False,False,False,,
106224627,Planet (P),False,False,False,False,False,,
106402532,Planet (P),False,True,False,True,False,100.0,100.0
106626059,Planet (P),False,False,False,False,False,,
106829921,Planet (P),False,False,False,False,False,,
106940971,Planet (P),False,False,False,False,False,,
107017977,Planet (P),False,True,False,True,False,101.0,101.0
107018378,Planet (P),False,True,False,True,False,101.0,101.0
107090327,Planet (P),False,False,False,False,False,,
107340585,Planet (P),False,False,False,False,False,,
107440797,Planet (P),False,False,False,False,False,,
107464225,Junk (J),False,True,False,True,False,102.0,102.0
107506563,Planet (P),False,True,False,True,False,102.0,102.0
107610704,EB,False,True,False,True,False,102.0,102.0
107617930,Planet (P),False,False,False,False,False,,
107776260,Planet (P),False,False,False,False,False,,
107782586,Planet (P),False,False,False,False,False,,
108911914,EB,False,False,False,False,False,,
108939482,EB,False,False,False,False,False,,
108940329,Planet (P),False,False,False,False,False,,
109171807,Junk (J),False,False,False,False,True,,
109750484,Junk (J),False,False,False,False,False,,
109765689,EB,False,False,False,False,False,,
110178537,Planet (P),False,False,False,False,False,,
110211150,Junk (J),False,False,False,False,False,,
110310815,EB,False,False,False,False,False,,
110428269,EB,False,False,False,False,False,,
110738386,Planet (P),False,False,False,False,False,,
110936761,Planet (P),False,False,False,False,False,,
110996418,Planet (P),False,False,False,False,False,,
111108561,Planet (P),False,False,False,False,False,,
111338555,Junk (J),False,False,False,False,False,,
111682678,EB,False,False,False,False,False,,
111837183,Planet (P),False,False,False,False,False,,
111991770,Planet (P),False,True,False,True,False,102.0,102.0
112026224,Planet (P),False,False,False,False,False,,
112037211,Planet (P),False,True,False,True,False,102.0,102.0
112086256,EB,False,False,False,False,False,,
112099249,Planet (P),False,True,False,True,False,102.0,102.0
112110888,Planet (P),False,False,False,False,False,,
112115898,Planet (P),False,False,False,False,False,,
112316665,Planet (P),False,False,False,False,False,,
112362827,EB,False,False,False,False,False,,
112395347,Junk (J),True,True,True,True,True,94.0,94.0
112467884,Junk (J),True,True,True,True,False,94.0,94.0
112504287,EB,False,False,False,False,False,,
112604564,Planet (P),False,False,False,False,False,,
112613543,Junk (J),True,True,True,True,True,94.0,94.0
112681546,EB,False,False,False,False,False,,
112710057,EB,True,True,False,False,True,94.0,
112716272,Junk (J),True,True,True,True,True,94.0,94.0
112755167,EB,True,True,True,True,True,94.0,94.0
112757547,Junk (J),True,True,False,False,True,94.0,
112827315,EB,True,True,True,True,True,94.0,94.0
112827464,EB,True,True,True,True,True,94.0,94.0
112988537,Junk (J),True,True,True,True,True,94.0,94.0
112989868,Planet (P),True,True,True,True,True,94.0,94.0
113117112,Planet (P),True,True,True,True,True,94.0,94.0
113163511,Junk (J),True,True,True,True,True,94.0,94.0
113239663,Junk (J),True,True,True,True,False,94.0,94.0
113272112,EB,True,True,True,True,True,94.0,94.0
113295476,Planet (P),False,False,False,False,False,,
113347424,EB,False,False,False,False,False,,
113428669,Planet (P),True,True,True,True,True,94.0,94.0
113496667,EB,True,True,True,True,True,94.0,94.0
113496703,Junk (J),True,True,True,True,True,94.0,94.0
113501026,EB,False,False,False,False,False,,
113539554,Junk (J),True,True,True,True,True,94.0,94.0
113565705,EB,True,True,False,False,True,94.0,
113588970,EB,False,False,False,False,False,,
113594232,EB,True,True,True,True,True,94.0,94.0
113648563,Planet (P),True,True,True,True,True,94.0,94.0
113673867,Junk (J),False,False,False,False,False,,
113681156,Junk (J),False,False,False,False,False,,
113745412,EB,False,False,False,False,False,,
113804153,Planet (P),False,False,False,False,False,,
113858721,Junk (J),False,False,False,False,True,,
113909881,EB,False,False,False,False,False,,
113921235,Planet (P),False,False,False,False,False,,
113986292,Junk (J),False,False,False,False,True,,
114018671,Planet (P),False,False,False,False,False,,
114053589,EB,True,True,True,True,True,94.0,94.0
114054090,Junk (J),True,True,True,True,True,94.0,94.0
114103134,Planet (P),False,False,False,False,False,,
114103136,EB,False,False,False,False,False,,
114178921,Junk (J),True,True,True,True,True,94.0,94.0
114179771,Junk (J),True,True,True,True,True,94.0,94.0
114181798,Planet (P),True,True,True,True,True,94.0,94.0
114299824,Planet (P),False,False,False,False,False,,
114318935,Junk (J),True,True,True,True,True,94.0,94.0
114392303,Junk (J),True,True,True,True,True,94.0,94.0
114422211,Planet (P),False,False,False,False,False,,
114600571,Planet (P),False,False,False,False,False,,
114749636,Planet (P),True,True,True,True,True,96.0,96.0
114818524,Junk (J),False,False,False,False,False,,
114920186,Junk (J),True,True,True,True,True,95.0,95.0
114947483,Planet (P),False,False,False,False,False,,
115010361,Planet (P),False,False,False,False,False,,
115064173,EB,False,False,False,False,False,,
115138542,Junk (J),False,False,False,False,False,,
115182469,Planet (P),False,False,False,False,False,,
115230116,Junk (J),False,False,False,False,False,,
115242351,Planet (P),True,True,True,True,True,96.0,96.0
115270627,Planet (P),False,False,False,False,False,,
115300649,Junk (J),False,False,False,False,False,,
115453244,Planet (P),False,False,False,False,False,,
115508409,Planet (P),False,False,False,False,False,,
115524421,Planet (P),False,False,False,False,False,,
115551115,EB,False,False,False,False,False,,
115564354,Planet (P),False,False,False,False,False,,
115581508,Junk (J),False,False,False,False,False,,
115582577,Junk (J),False,False,False,False,False,,
115583726,Planet (P),False,False,False,False,False,,
115623139,Junk (J),False,False,False,False,False,,
115623434,Planet (P),False,False,False,False,False,,
115628210,Planet (P),False,False,False,False,False,,
115637849,EB,False,False,False,False,False,,
115683877,Planet (P),False,False,False,False,False,,
115684219,Planet (P),False,False,False,False,False,,
115719509,Junk (J),False,False,False,False,False,,
115739057,Planet (P),False,False,False,False,False,,
115771549,Planet (P),False,False,False,False,False,,
115853235,Junk (J),False,False,False,False,False,,
115854656,EB,False,False,False,False,False,,
115899725,Planet (P),False,False,False,False,False,,
115909462,Junk (J),False,False,False,False,False,,
115985506,Junk (J),False,False,False,False,False,,
116005304,Junk (J),False,False,False,False,False,,
116022395,Junk (J),False,False,False,False,False,,
116046460,Junk (J),False,False,False,False,False,,
116048097,Planet (P),False,False,False,False,False,,
116048705,Junk (J),False,False,False,False,False,,
116095877,Junk (J),False,False,False,False,False,,
116156517,Planet (P),True,True,True,True,True,103.0,103.0
116159629,Junk (J),False,False,False,False,False,,
116164903,Junk (J),False,False,False,False,False,,
116211791,Junk (J),False,False,False,False,False,,
116242971,Planet (P),False,False,False,False,False,,
116262905,Junk (J),False,False,False,False,False,,
116264089,Planet (P),False,False,False,False,False,,
116273717,Junk (J),False,False,False,False,False,,
116280121,Junk (J),False,False,False,False,False,,
116307482,Planet (P),False,False,False,False,False,,
116331699,EB,False,False,False,False,False,,
116333600,Junk (J),False,False,False,False,False,,
116361759,Junk (J),False,False,False,False,False,,
116363657,Junk (J),False,False,False,False,False,,
116371654,Junk (J),False,False,False,False,False,,
116382006,Planet (P),False,False,False,False,False,,
116483514,Planet (P),False,False,False,False,False,,
116483734,Planet (P),False,False,False,False,False,,
116522219,EB,False,False,False,False,False,,
116608612,Planet (P),False,False,False,False,False,,
116615131,Junk (J),False,False,False,False,False,,
116631353,Planet (P),False,False,False,False,False,,
116668723,Planet (P),False,False,False,False,False,,
116681081,EB,False,False,False,False,False,,
116724157,EB,False,False,False,False,False,,
116727724,EB,False,False,False,False,False,,
116848450,Planet (P),False,False,False,False,False,,
116855563,EB,False,False,False,False,False,,
116888149,EB,False,False,False,False,False,,
117007618,EB,False,False,False,False,False,,
117068362,Planet (P),False,False,False,False,False,,
117096174,EB,False,False,False,False,False,,
117120388,Junk (J),False,False,False,False,False,,
117144561,Junk (J),False,False,False,False,False,,
117170301,Junk (J),False,False,False,False,False,,
117273166,Junk (J),False,False,False,False,False,,
117275513,Planet (P),False,False,False,False,False,,
117278732,Junk (J),False,False,False,False,False,,
117289683,EB,False,False,False,False,False,,
117311671,Junk (J),False,False,False,False,False,,
117322779,Planet (P),False,False,False,False,False,,
117378334,Planet (P),False,False,False,False,False,,
117397619,EB,False,False,False,False,False,,
117401783,Junk (J),False,False,False,False,False,,
117411688,Junk (J),False,False,False,False,False,,
117446938,EB,False,False,False,False,False,,
117453686,EB,False,False,False,False,False,,
117485762,Junk (J),False,False,False,False,False,,
117514304,Junk (J),True,True,True,True,True,102.0,102.0
117631084,Junk (J),False,False,False,False,False,,
117632901,Junk (J),False,False,False,False,False,,
117659938,EB,False,False,False,False,False,,
117799904,Planet (P),False,True,False,True,False,98.0,98.0
117892246,Planet (P),False,False,False,False,False,,
117934375,EB,False,True,False,True,False,103.0,103.0
117938087,Planet (P),False,True,False,True,False,98.0,98.0
117979455,Planet (P),False,True,False,True,False,98.0,98.0
117979897,Planet (P),False,True,False,True,False,98.0,98.0
118010257,Junk (J),False,True,False,True,False,103.0,103.0
118072143,Planet (P),False,True,False,True,False,99.0,99.0
118084044,Planet (P),False,False,False,False,False,,
118139893,Junk (J),False,True,False,True,False,103.0,103.0
118191063,EB,False,True,False,True,False,103.0,103.0
118191083,EB,False,True,False,True,False,103.0,103.0
118196844,Junk (J),False,True,False,True,False,103.0,103.0
118200081,EB,False,True,False,True,False,103.0,103.0
118271395,Junk (J),False,True,False,True,False,103.0,103.0
118271404,Junk (J),False,True,False,True,False,103.0,103.0
118274531,EB,False,True,False,True,False,103.0,103.0
118280350,EB,False,True,False,True,False,103.0,103.0
118301361,EB,False,False,False,False,False,,
118308828,Planet (P),False,False,False,False,False,,
118324224,EB,False,True,False,True,False,103.0,103.0
118327533,Planet (P),True,True,True,True,True,96.0,96.0
118327550,Planet (P),True,True,True,True,True,96.0,96.0
118337424,Junk (J),False,False,False,False,False,,
118389230,EB,False,False,False,False,False,,
118399541,EB,False,True,False,True,False,103.0,103.0
118406995,Planet (P),False,False,False,False,False,,
118439690,Junk (J),False,True,False,True,False,103.0,103.0
118573065,Planet (P),False,False,False,False,False,,
118578646,EB,False,True,False,True,False,103.0,103.0
118603213,Planet (P),False,True,False,True,False,99.0,99.0
118669236,Junk (J),False,True,False,True,False,103.0,103.0
118754987,Planet (P),False,True,False,True,False,99.0,99.0
118798035,EB,False,True,False,True,False,103.0,103.0
118807198,Junk (J),False,True,False,True,False,103.0,103.0
118820486,Planet (P),False,False,False,False,False,,
118837152,EB,False,False,False,False,False,,
118914286,Planet (P),False,True,False,True,False,99.0,99.0
118919710,EB,False,True,False,True,False,103.0,103.0
118956453,Planet (P),False,True,False,True,False,99.0,99.0
118963720,Planet (P),False,False,False,False,False,,
118985922,Junk (J),False,False,False,False,False,,
119044273,Junk (J),False,True,False,True,False,103.0,103.0
119045610,EB,False,True,False,True,False,103.0,103.0
119046610,EB,False,True,False,True,False,103.0,103.0
119069946,Planet (P),False,False,False,False,False,,
119088593,Junk (J),False,True,False,True,False,103.0,103.0
119088713,Junk (J),False,True,False,True,False,103.0,103.0
119089245,Planet (P),False,True,False,True,False,103.0,103.0
119130170,Planet (P),False,False,False,False,False,,
119131709,Planet (P),False,False,False,False,False,,
119153127,Planet (P),False,True,False,True,False,103.0,103.0
119159743,Junk (J),False,True,False,True,False,103.0,103.0
119159758,Junk (J),False,True,False,True,False,103.0,103.0
119178132,Planet (P),False,False,False,False,False,,
119279664,Junk (J),False,True,False,True,False,103.0,103.0
119279903,Junk (J),False,True,False,True,False,103.0,103.0
119290630,Planet (P),False,True,False,True,False,98.0,98.0
119292328,Planet (P),False,True,False,True,False,98.0,98.0
119371469,Junk (J),False,False,False,False,False,,
119379330,EB,False,True,False,True,False,103.0,103.0
119384992,Junk (J),False,True,False,True,False,103.0,103.0
119448220,Planet (P),False,False,False,False,False,,
119480236,Junk (J),False,False,False,False,False,,
119501687,Junk (J),False,False,False,False,False,,
119506281,Junk (J),False,True,False,True,False,103.0,103.0
119515574,EB,False,False,False,False,False,,
119556803,Planet (P),False,False,False,False,False,,
119562612,EB,False,False,False,False,False,,
119584412,Planet (P),False,False,False,False,False,,
119585136,Planet (P),False,False,False,False,False,,
119623902,Junk (J),False,True,False,True,False,103.0,103.0
119638424,Planet (P),False,False,False,False,False,,
119696797,Junk (J),False,False,False,False,False,,
119700084,Planet (P),False,False,False,False,False,,
119727527,EB,False,True,False,True,False,103.0,103.0
119727544,EB,False,True,False,True,False,103.0,103.0
119755641,Junk (J),False,False,False,False,False,,
119774374,EB,False,True,False,True,False,103.0,103.0
119775495,EB,False,False,False,False,False,,
119777368,EB,False,True,False,True,False,103.0,103.0
119777589,Junk (J),False,True,False,True,False,103.0,103.0
119822417,EB,False,True,False,True,False,103.0,103.0
119881567,EB,False,True,False,True,False,103.0,103.0
119925436,Planet (P),False,True,False,True,False,100.0,100.0
119950057,Planet (P),False,False,False,False,False,,
119973835,Planet (P),False,False,False,False,False,,
119983709,Junk (J),False,True,False,True,False,103.0,103.0
119999069,Junk (J),False,False,False,False,False,,
120033290,Planet (P),False,True,False,True,False,103.0,103.0
120037640,EB,False,False,False,False,False,,
120039621,Junk (J),False,False,False,False,False,,
120044311,Junk (J),False,False,False,False,False,,
120045750,Planet (P),False,False,False,False,False,,
120101789,Planet (P),False,False,False,False,False,,
120102957,Junk (J),False,False,False,False,False,,
120103530,Junk (J),False,False,False,False,False,,
120110972,Planet (P),False,False,False,False,False,,
120115768,Planet (P),False,False,False,False,False,,
120161491,Junk (J),False,False,False,False,False,,
120183168,Planet (P),False,False,False,False,False,,
120199940,Planet (P),False,True,False,True,False,103.0,103.0
120239978,Junk (J),False,False,False,False,False,,
120245973,Junk (J),False,True,False,True,True,103.0,103.0
120247528,Planet (P),True,True,True,True,True,103.0,103.0
120255950,Planet (P),False,False,False,False,False,,
120283373,Junk (J),False,True,False,True,True,103.0,103.0
120297997,EB,False,True,False,True,False,100.0,100.0
120314188,Junk (J),False,False,False,False,False,,
120315082,EB,False,False,False,False,False,,
120317234,Planet (P),False,False,False,False,False,,
120317267,Junk (J),False,False,False,False,False,,
120320470,Junk (J),False,False,False,False,False,,
120360182,Junk (J),False,False,False,False,False,,
120362128,EB,False,False,False,False,False,,
120393609,EB,True,True,True,True,True,103.0,103.0
120396319,EB,True,True,False,True,True,103.0,103.0
120401906,Junk (J),True,True,True,True,True,103.0,103.0
120421430,Junk (J),False,False,False,False,False,,
120421916,Junk (J),False,False,False,False,False,,
120422998,EB,False,False,False,False,False,,
120523488,Planet (P),True,True,True,True,True,103.0,103.0
120531954,Junk (J),False,False,False,False,False,,
120532285,Junk (J),False,False,False,False,False,,
120572957,Junk (J),False,False,False,False,False,,
120610833,Planet (P),True,True,True,True,True,96.0,96.0
120689840,EB,False,False,False,False,False,,
120689878,EB,False,False,False,False,False,,
120757718,Planet (P),False,False,False,False,False,,
120758683,Junk (J),False,False,False,False,False,,
120826158,Planet (P),False,False,False,False,False,,
120847748,EB,False,False,False,False,False,,
120894622,EB,False,False,False,False,False,,
120896927,Planet (P),False,True,False,True,False,97.0,97.0
120960812,Planet (P),False,False,False,False,False,,
120966579,EB,False,False,False,False,False,,
121058843,EB,False,True,False,True,False,103.0,103.0
121058849,EB,False,True,False,True,False,103.0,103.0
121067499,Junk (J),False,False,False,False,False,,
121069461,EB,False,False,False,False,False,,
121070864,Planet (P),False,False,False,False,False,,
121096563,EB,False,True,False,True,False,102.0,102.0
121194926,Planet (P),False,True,False,True,False,103.0,103.0
121196411,EB,False,True,False,True,False,103.0,103.0
121248009,EB,False,True,False,True,False,103.0,103.0
121381208,Junk (J),False,False,False,False,False,,
121490076,Planet (P),True,True,True,True,True,96.0,96.0
121526198,EB,False,False,False,False,False,,
121542578,EB,False,False,False,False,False,,
121560868,Planet (P),False,True,False,True,False,103.0,103.0
121563490,EB,False,True,False,True,False,103.0,103.0
121623269,EB,False,True,False,False,False,103.0,
121625048,EB,False,True,False,True,False,102.0,102.0
121625070,Planet (P),False,True,False,True,False,102.0,102.0
121632819,Planet (P),False,True,False,True,False,103.0,103.0
121660904,Planet (P),False,False,False,False,False,,
121663898,EB,False,True,False,True,False,103.0,103.0
121666838,EB,False,True,False,True,False,103.0,103.0
121667554,EB,False,True,False,True,False,103.0,103.0
121731834,Planet (P),False,False,False,False,False,,
121741238,Junk (J),False,False,False,False,False,,
121795527,EB,False,True,False,True,False,103.0,103.0
121841079,Junk (J),False,True,False,True,False,102.0,102.0
121845708,EB,False,False,False,False,False,,
121926023,EB,False,True,False,True,False,103.0,103.0
121927399,EB,False,True,False,True,False,103.0,103.0
121933402,EB,False,True,False,True,False,103.0,103.0
121967032,EB,False,False,False,False,False,,
121990418,Planet (P),False,False,False,False,False,,
122103128,Junk (J),False,False,False,False,False,,
122104636,Junk (J),False,False,False,False,False,,
122220263,EB,False,False,False,False,False,,
122227070,EB,False,True,False,True,False,103.0,103.0
122262940,EB,False,False,False,False,False,,
122280962,Junk (J),False,False,False,False,False,,
122354134,Planet (P),False,True,False,True,False,103.0,103.0
122355918,EB,False,True,False,True,False,103.0,103.0
122375047,Planet (P),False,False,False,False,False,,
122399664,EB,False,True,False,True,False,103.0,103.0
122418622,Planet (P),False,False,False,False,False,,
122424768,EB,False,True,False,True,False,103.0,103.0
122479370,EB,False,False,False,False,False,,
122504932,Junk (J),False,True,False,True,False,97.0,97.0
122603474,EB,False,False,False,False,False,,
122608337,Junk (J),False,True,False,True,False,97.0,97.0
122612091,Planet (P),False,True,False,True,False,97.0,97.0
122613513,Planet (P),False,True,False,True,False,97.0,97.0
122617317,Planet (P),False,True,False,True,False,97.0,97.0
122629761,Planet (P),False,False,False,False,False,,
122632735,EB,False,True,False,True,False,103.0,103.0
122670213,Junk (J),False,True,False,True,False,97.0,97.0
122673496,Junk (J),False,False,False,False,False,,
122695048,Planet (P),False,False,False,False,False,,
122707747,EB,False,False,False,False,False,,
122783509,Junk (J),False,False,False,False,False,,
122788838,Junk (J),False,False,False,False,False,,
122788871,Junk (J),False,False,False,False,False,,
122798633,Planet (P),False,False,False,False,False,,
122839894,Junk (J),False,False,False,False,False,,
122881136,Planet (P),False,False,False,False,False,,
122882992,Junk (J),False,False,False,False,False,,
122883754,EB,False,False,False,False,False,,
122888781,Junk (J),False,False,False,False,False,,
122890007,Junk (J),False,False,False,False,False,,
122892874,Junk (J),False,False,False,False,False,,
122897814,EB,False,False,False,False,False,,
122950844,Junk (J),False,False,False,False,False,,
122952916,Junk (J),False,False,False,False,False,,
122981686,Planet (P),False,False,False,False,False,,
123007594,Planet (P),False,False,False,False,False,,
123010341,Junk (J),False,False,False,False,False,,
123041007,Planet (P),False,False,False,False,False,,
123042289,Junk (J),False,False,False,False,False,,
123042728,EB,False,False,False,False,False,,
123064672,EB,False,True,False,True,False,103.0,103.0
123091906,Junk (J),False,False,False,False,False,,
123092464,Junk (J),False,False,False,False,False,,
123095295,Junk (J),False,False,False,False,False,,
123098868,Junk (J),False,False,False,False,False,,
123106490,Planet (P),False,False,False,False,False,,
123127263,Junk (J),False,False,False,False,False,,
123133954,Planet (P),False,False,False,False,False,,
123200196,Junk (J),False,False,False,False,False,,
123233041,Planet (P),False,False,False,False,False,,
123234236,Junk (J),False,False,False,False,False,,
123234892,Junk (J),False,False,False,False,False,,
123236228,Junk (J),False,False,False,False,False,,
123282768,EB,False,True,False,True,False,103.0,103.0
123309556,Planet (P),False,False,False,False,False,,
123314302,Junk (J),False,False,False,False,False,,
123317257,Junk (J),False,False,False,False,False,,
123335278,Junk (J),False,True,False,True,False,97.0,97.0
123357034,Planet (P),False,False,False,False,False,,
123357110,Junk (J),False,False,False,False,False,,
123357864,Planet (P),False,False,False,False,False,,
123368006,Junk (J),False,True,False,True,False,97.0,97.0
123405803,Junk (J),False,True,False,True,False,97.0,97.0
123408566,Junk (J),False,False,False,False,False,,
123414758,Junk (J),False,False,False,False,False,,
123415344,Junk (J),False,False,False,False,False,,
123417891,Junk (J),False,False,False,False,False,,
123446504,Junk (J),False,False,False,False,False,,
123462119,Planet (P),False,False,False,False,False,,
123482865,Planet (P),False,False,False,False,False,,
123495874,Planet (P),False,False,False,False,False,,
123550613,Junk (J),False,False,False,False,False,,
123627908,Planet (P),False,True,False,True,False,98.0,98.0
123702439,Planet (P),False,False,False,False,False,,
123827543,EB,False,False,False,False,False,,
123846039,Planet (P),False,False,False,False,False,,
123958679,Planet (P),False,False,False,False,False,,
124029677,Planet (P),False,True,False,True,False,98.0,98.0
124095888,Planet (P),False,True,False,True,False,102.0,102.0
124146529,Planet (P),False,True,False,True,False,102.0,102.0
124169565,EB,False,True,False,True,False,103.0,103.0
124174267,Planet (P),False,True,False,True,False,102.0,102.0
124206468,Planet (P),False,True,False,True,False,102.0,102.0
124235800,Planet (P),False,True,False,True,False,102.0,102.0
124256104,EB,False,True,False,True,False,103.0,103.0
124322274,Planet (P),False,False,False,False,False,,
124369049,Junk (J),False,True,False,True,False,103.0,103.0
124379043,Planet (P),False,False,False,False,False,,
124453339,Planet (P),False,True,False,True,False,102.0,102.0
124454726,Planet (P),False,True,False,True,False,102.0,102.0
124491883,Planet (P),False,False,False,False,False,,
124515764,Planet (P),False,True,False,True,False,102.0,102.0
124573851,Planet (P),False,False,False,False,False,,
124593564,EB,False,True,False,True,False,103.0,103.0
124617560,Planet (P),False,True,False,True,False,102.0,102.0
124780430,EB,False,True,False,True,False,102.0,102.0
125228210,EB,False,True,False,True,False,103.0,103.0
125366299,Planet (P),False,False,False,False,False,,
125367522,Planet (P),False,False,False,False,False,,
125405602,Planet (P),False,False,False,False,False,,
125424836,Planet (P),False,False,False,False,False,,
125489084,Planet (P),False,False,False,False,False,,
125508978,EB,False,False,False,False,False,,
125520907,Planet (P),False,False,False,False,False,,
125552076,Planet (P),False,False,False,False,False,,
125563127,Planet (P),False,False,False,False,False,,
125618950,EB,False,False,False,False,False,,
125659567,EB,False,True,False,True,False,103.0,103.0
125669930,Junk (J),False,False,False,False,False,,
125735470,Planet (P),False,False,False,False,False,,
125739286,Planet (P),False,True,False,True,False,102.0,102.0
125835024,Planet (P),False,True,False,True,False,102.0,102.0
125875112,EB,False,True,False,True,False,102.0,102.0
125876981,EB,False,True,False,True,False,102.0,102.0
125991473,Junk (J),False,False,False,False,False,,
126125073,Planet (P),False,True,False,True,False,103.0,103.0
126188378,EB,False,False,False,False,False,,
126225595,Planet (P),False,False,False,False,False,,
126281784,Junk (J),False,False,False,False,False,,
126309829,EB,False,True,False,True,False,103.0,103.0
126314637,Junk (J),False,False,False,False,False,,
126322519,Planet (P),False,False,False,False,False,,
126325149,Planet (P),False,False,False,False,False,,
126325291,EB,False,False,False,False,False,,
126357909,Planet (P),False,False,False,False,False,,
126413455,Junk (J),False,False,False,False,False,,
126449150,EB,False,False,False,False,False,,
126468953,EB,False,True,False,True,False,103.0,103.0
126572546,Planet (P),False,False,False,False,False,,
126606859,Planet (P),False,False,False,False,False,,
126733133,Planet (P),False,False,False,False,False,,
126737992,Planet (P),False,False,False,False,False,,
126976674,EB,False,True,False,True,False,102.0,102.0
126982221,Planet (P),False,False,False,False,False,,
